account_id,login_frequency,feature_adoption,session_depth
acc_1994,12,6,3.28
acc_1995,13,1,2.55
acc_1996,23,5,5.17
acc_1997,9,7,0.1
acc_1998,14,5,0.53
acc_1999,29,8,5.27
acc_2000,16,5,1.07
acc_2001,8,2,0.73
acc_2002,22,8,5.62
acc_2003,29,4,3.24
acc_2004,24,12,4.86
acc_2005,21,6,3.13
acc_2006,22,8,4.08
acc_2007,6,4,1.5
acc_2008,7,1,2.35
acc_2009,26,7,3.64
acc_2010,19,8,1.56
acc_2011,0,0,0.1
acc_2012,11,7,2.61
acc_2013,7,4,0.36
acc_2014,14,3,1.05
acc_2015,8,4,3.32
acc_2016,14,7,3.81
acc_2017,34,9,4.92
acc_2018,0,0,0.15
acc_2019,18,9,2.58
acc_2020,21,3,0.23
acc_2021,9,3,1.8
acc_2022,18,4,2.7
acc_2023,17,5,4.29
acc_2024,11,1,0.1
acc_2025,19,7,2.72
acc_2026,17,3,2.25
acc_2027,25,12,4.44
acc_2028,21,6,5.0
acc_2029,22,8,1.71
acc_2030,12,4,1.9
acc_2031,21,11,2.83
acc_2032,17,1,3.17
acc_2033,2,0,0.1
acc_2034,13,4,2.43
acc_2035,22,5,2.99
acc_2036,18,5,2.08
acc_2037,10,5,1.59
acc_2038,15,5,1.56
acc_2039,0,1,0.58
acc_2040,21,12,2.85
acc_2041,17,6,3.51
acc_2042,28,5,4.67
acc_2043,20,9,2.59
acc_2044,17,5,4.59
acc_2045,10,5,3.22
acc_2046,34,8,5.94
acc_2047,23,5,3.28
acc_2048,0,4,0.4
acc_2049,2,3,2.15
acc_2050,28,11,5.34
acc_2051,15,9,3.17
acc_2052,12,5,0.41
acc_2053,9,7,1.49
acc_2054,21,10,4.35
acc_2055,13,4,1.31
acc_2056,15,8,0.9
acc_2057,4,5,1.3
acc_2058,12,2,0.1
acc_2059,8,5,1.68
acc_2060,31,11,4.45
acc_2061,19,10,3.22
acc_2062,15,8,3.88
acc_2063,2,3,1.65
acc_2064,21,9,4.07
acc_2065,14,5,2.69
acc_2066,12,2,0.71
acc_2067,25,9,3.71
acc_2068,29,8,3.54
acc_2069,8,10,0.79
acc_2070,19,7,3.75
acc_2071,19,9,2.54
acc_2072,32,8,5.21
acc_2073,27,9,1.97
acc_2074,18,7,3.39
acc_2075,18,6,2.43
acc_2076,24,6,4.29
acc_2077,12,1,2.62
acc_2078,21,6,2.25
acc_2079,13,5,1.93
acc_2080,16,4,4.87
acc_2081,9,5,2.88
acc_2082,24,5,1.63
acc_2083,12,4,3.1
acc_2084,20,0,3.15
acc_2085,18,9,4.6
acc_2086,23,5,3.41
acc_2087,5,2,0.78
acc_2088,16,4,2.1
acc_2089,28,5,3.9
acc_2090,16,5,2.73
acc_2091,21,7,4.27
acc_2092,18,7,3.16
acc_2093,0,0,4.32
acc_2094,17,3,2.95
acc_2095,27,6,3.45
acc_2096,26,6,1.37
acc_2097,15,3,2.56
acc_2098,11,6,3.61
acc_2099,4,7,1.06
acc_2100,19,1,4.35
acc_2101,18,3,2.85
acc_2102,14,2,2.33
acc_2103,8,1,0.1
acc_2104,26,11,5.59
acc_2105,24,10,3.57
acc_2106,23,3,1.22
acc_2107,17,6,1.15
acc_2108,6,2,2.33
acc_2109,16,5,2.31
acc_2110,1,2,0.19
acc_2111,11,5,2.61
acc_2112,25,2,3.71
acc_2113,16,4,1.79
acc_2114,18,4,1.64
acc_2115,15,9,2.02
acc_2116,17,6,2.39
acc_2117,4,4,0.23
acc_2118,18,6,3.62
acc_2119,12,6,1.71
acc_2120,26,11,4.04
acc_2121,16,1,3.21
acc_2122,11,0,0.13
acc_2123,16,6,0.14
acc_2124,9,5,2.46
acc_2125,36,10,3.36
acc_2126,12,4,2.07
acc_2127,12,3,0.1
acc_2128,0,1,1.58
acc_2129,3,2,0.1
acc_2130,11,7,2.08
acc_2131,8,3,2.65
acc_2132,20,8,3.2
acc_2133,20,3,2.46
acc_2134,19,4,1.05
acc_2135,32,5,3.46
acc_2136,0,0,0.1
acc_2137,15,8,2.67
acc_2138,17,5,3.39
acc_2139,19,2,1.22
acc_2140,12,5,2.47
acc_2141,25,6,3.16
acc_2142,10,5,2.58
acc_2143,14,7,2.41
acc_2144,5,2,0.88
acc_2145,12,6,2.49
acc_2146,7,0,1.36
acc_2147,28,10,5.18
acc_2148,1,1,0.1
acc_2149,10,2,2.08
acc_2150,16,5,2.66
acc_2151,16,7,2.51
acc_2152,16,3,1.75
acc_2153,8,3,3.09
acc_2154,22,4,0.8
acc_2155,1,1,3.29
acc_2156,28,5,4.02
acc_2157,25,7,3.34
acc_2158,13,6,1.46
acc_2159,11,7,0.92
acc_2160,5,4,1.58
acc_2161,19,4,2.98
acc_2162,12,6,2.31
acc_2163,24,8,4.84
acc_2164,2,0,0.1
acc_2165,21,6,2.02
acc_2166,7,3,3.05
acc_2167,17,6,4.2
acc_2168,26,7,2.87
acc_2169,11,2,1.78
acc_2170,11,1,2.07
acc_2171,19,8,2.92
acc_2172,26,1,4.72
acc_2173,19,10,6.34
acc_2174,18,5,0.56
acc_2175,3,1,1.63
acc_2176,15,7,2.22
acc_2177,11,11,3.64
acc_2178,13,5,4.11
acc_2179,12,6,3.14
acc_2180,6,4,0.1
acc_2181,28,12,2.95
acc_2182,25,6,3.14
acc_2183,3,4,1.59
acc_2184,16,4,0.92
acc_2185,30,11,4.63
acc_2186,29,10,3.04
acc_2187,32,11,2.56
acc_2188,17,4,0.1
acc_2189,13,5,0.81
acc_2190,0,4,2.23
acc_2191,26,8,3.6
acc_2192,13,6,2.0
acc_2193,20,3,0.35
acc_2194,2,8,0.1
acc_2195,16,5,3.6
acc_2196,16,9,4.25
acc_2197,17,12,3.71
acc_2198,12,1,1.79
acc_2199,21,9,1.9
acc_2200,6,3,0.59
acc_2201,22,8,2.57
acc_2202,22,5,2.54
acc_2203,23,6,5.39
acc_2204,0,3,2.86
acc_2205,11,1,0.64
acc_2206,35,6,3.04
acc_2207,20,11,5.67
acc_2208,15,7,4.06
acc_2209,5,0,0.69
acc_2210,21,9,4.83
acc_2211,19,6,2.9
acc_2212,25,7,2.96
acc_2213,20,7,2.81
acc_2214,20,5,3.53
acc_2215,24,8,2.68
acc_2216,7,3,2.27
acc_2217,18,7,4.14
acc_2218,16,9,3.78
acc_2219,9,5,0.65
acc_2220,19,4,3.46
acc_2221,25,6,4.51
acc_2222,21,8,0.8
acc_2223,23,4,2.74
acc_2224,18,5,2.39
acc_2225,6,3,0.31
acc_2226,31,9,3.72
acc_2227,29,10,5.06
acc_2228,8,2,1.85
acc_2229,14,5,1.42
acc_2230,13,7,3.96
acc_2231,10,6,2.63
acc_2232,31,9,4.19
acc_2233,12,7,4.78
acc_2234,0,0,0.93
acc_2235,24,9,3.23
acc_2236,6,3,0.1
acc_2237,12,5,3.54
acc_2238,20,7,3.03
acc_2239,3,5,1.24
acc_2240,3,3,0.49
acc_2241,19,5,3.15
acc_2242,23,12,4.98
acc_2243,18,6,3.25
acc_2244,1,1,0.1
acc_2245,15,4,2.25
acc_2246,16,6,2.9
acc_2247,5,6,0.33
acc_2248,6,4,1.79
acc_2249,24,9,4.96
acc_2250,27,10,5.72
acc_2251,18,2,1.72
acc_2252,21,4,1.0
acc_2253,22,9,2.72
acc_2254,16,6,3.94
acc_2255,18,7,0.37
acc_2256,9,7,0.21
acc_2257,8,3,1.88
acc_2258,13,7,1.32
acc_2259,18,3,2.92
acc_2260,9,3,0.97
acc_2261,8,0,1.61
acc_2262,25,4,3.49
acc_2263,12,8,3.76
acc_2264,5,0,0.1
acc_2265,15,9,2.79
acc_2266,20,4,3.15
acc_2267,0,0,0.1
acc_2268,15,2,2.5
acc_2269,0,2,1.2
acc_2270,18,8,2.19
acc_2271,28,11,3.4
acc_2272,18,6,2.61
acc_2273,8,0,2.32
acc_2274,31,5,4.49
acc_2275,19,6,3.26
acc_2276,6,2,4.02
acc_2277,19,7,2.37
acc_2278,33,11,2.45
acc_2279,0,0,1.89
acc_2280,17,6,5.8
acc_2281,20,3,2.12
acc_2282,0,0,1.44
acc_2283,6,3,0.96
acc_2284,14,7,3.97
acc_2285,11,9,4.15
acc_2286,16,9,3.32
acc_2287,20,4,3.76
acc_2288,26,9,6.33
acc_2289,17,9,3.38
acc_2290,28,7,3.84
acc_2291,30,6,4.81
acc_2292,11,0,0.1
acc_2293,21,8,3.86
acc_2294,13,4,0.82
acc_2295,16,6,3.25
acc_2296,23,6,2.8
acc_2297,2,2,0.42
acc_2298,5,5,0.1
acc_2299,29,6,3.64
acc_2300,10,5,1.22
acc_2301,22,3,3.74
acc_2302,24,10,4.6
acc_2303,10,4,2.71
acc_2304,18,5,4.31
acc_2305,6,0,1.16
acc_2306,4,2,1.92
acc_2307,13,5,1.66
acc_2308,8,5,0.97
acc_2309,16,8,3.66
acc_2310,26,7,2.09
acc_2311,17,6,1.38
acc_2312,9,5,2.35
acc_2313,18,4,2.09
acc_2314,4,1,0.27
acc_2315,24,7,5.89
acc_2316,17,8,2.32
acc_2317,26,5,3.81
acc_2318,16,2,1.81
acc_2319,16,6,3.77
acc_2320,29,6,3.52
acc_2321,21,5,2.39
acc_2322,16,5,3.11
acc_2323,21,8,2.06
acc_2324,21,10,1.63
acc_2325,9,4,2.4
acc_2326,24,9,5.02
acc_2327,24,7,2.73
acc_2328,23,7,3.69
acc_2329,22,7,4.49
acc_2330,13,5,0.81
acc_2331,20,7,4.42
acc_2332,22,9,5.96
acc_2333,1,1,0.11
acc_2334,5,0,1.15
acc_2335,8,2,1.5
acc_2336,17,2,4.15
acc_2337,14,3,1.74
acc_2338,9,2,2.22
acc_2339,12,7,2.03
acc_2340,30,10,3.52
acc_2341,14,3,0.96
acc_2342,11,6,1.01
acc_2343,23,6,6.49
acc_2344,20,4,2.11
acc_2345,21,8,2.26
acc_2346,29,9,4.62
acc_2347,5,0,1.01
acc_2348,22,4,3.43
acc_2349,9,3,0.1
acc_2350,15,2,1.53
acc_2351,14,9,3.68
acc_2352,16,1,1.94
acc_2353,20,9,2.78
acc_2354,28,11,4.58
acc_2355,10,0,0.57
acc_2356,24,3,1.24
acc_2357,25,8,1.4
acc_2358,27,9,5.67
acc_2359,19,5,1.51
acc_2360,4,3,1.81
acc_2361,34,5,3.42
acc_2362,31,10,2.88
acc_2363,25,10,4.85
acc_2364,6,6,0.83
acc_2365,0,7,1.59
acc_2366,26,8,4.9
acc_2367,13,4,0.1
acc_2368,21,6,2.48
acc_2369,1,4,1.01
acc_2370,3,1,0.33
acc_2371,16,4,1.87
acc_2372,15,0,0.16
acc_2373,25,8,3.96
acc_2374,19,7,2.88
acc_2375,8,6,1.37
acc_2376,6,2,0.1
acc_2377,13,4,3.05
acc_2378,12,1,0.22
acc_2379,2,0,2.69
acc_2380,17,5,1.08
acc_2381,1,0,0.31
acc_2382,0,0,0.1
acc_2383,11,7,1.56
acc_2384,9,5,0.1
acc_2385,9,3,1.56
acc_2386,14,6,2.81
acc_2387,15,11,3.88
acc_2388,24,7,4.09
acc_2389,8,9,4.94
acc_2390,9,8,1.63
acc_2391,9,5,2.75
acc_2392,12,9,3.35
acc_2393,11,0,0.91
acc_2394,21,5,2.73
acc_2395,23,7,5.65
acc_2396,10,3,0.1
acc_2397,20,10,3.77
acc_2398,34,7,4.57
acc_2399,13,5,0.42
acc_2400,13,10,2.26
acc_2401,27,9,2.58
acc_2402,13,3,2.23
acc_2403,26,7,3.1
acc_2404,17,7,3.07
acc_2405,28,8,4.7
acc_2406,20,7,3.59
acc_2407,27,8,5.2
acc_2408,18,4,3.4
acc_2409,26,3,3.72
acc_2410,5,2,2.8
acc_2411,24,6,4.04
acc_2412,6,4,2.16
acc_2413,13,6,4.51
acc_2414,20,7,2.03
acc_2415,14,4,2.04
acc_2416,11,4,0.1
acc_2417,10,4,2.36
acc_2418,11,5,1.43
acc_2419,3,3,0.92
acc_2420,24,7,3.32
acc_2421,16,4,2.67
acc_2422,23,10,4.59
acc_2423,14,6,2.6
acc_2424,17,6,4.94
acc_2425,23,7,4.64
acc_2426,8,3,1.53
acc_2427,19,3,3.0
acc_2428,5,8,2.51
acc_2429,17,6,1.7
acc_2430,19,4,2.62
acc_2431,11,6,2.76
acc_2432,1,5,1.43
acc_2433,4,2,1.11
acc_2434,20,6,3.95
acc_2435,24,6,3.17
acc_2436,13,6,3.49
acc_2437,30,8,5.03
acc_2438,9,0,0.1
acc_2439,19,6,4.46
acc_2440,13,2,1.5
acc_2441,17,6,3.08
acc_2442,21,6,3.74
acc_2443,11,6,5.37
acc_2444,33,7,4.33
acc_2445,10,3,0.34
acc_2446,17,7,0.94
acc_2447,19,4,0.97
acc_2448,25,14,4.03
acc_2449,25,12,5.06
acc_2450,26,8,2.53
acc_2451,11,4,2.23
acc_2452,19,2,0.3
acc_2453,8,7,0.92
acc_2454,11,3,2.06
acc_2455,2,0,0.16
acc_2456,20,4,5.22
acc_2457,14,8,3.25
acc_2458,17,5,3.68
acc_2459,10,2,4.37
acc_2460,26,4,2.75
acc_2461,15,0,4.68
acc_2462,13,3,2.05
acc_2463,6,4,1.5
acc_2464,27,9,3.64
acc_2465,5,3,0.99
acc_2466,14,9,4.96
acc_2467,20,7,4.28
acc_2468,20,10,5.71
acc_2469,0,6,0.48
acc_2470,12,0,1.14
acc_2471,14,5,1.28
acc_2472,0,7,2.21
acc_2473,2,0,0.63
acc_2474,20,7,4.48
acc_2475,31,9,3.77
acc_2476,6,1,0.63
acc_2477,7,3,3.09
acc_2478,18,9,3.22
acc_2479,19,8,3.74
acc_2480,12,3,0.1
acc_2481,0,1,0.93
acc_2482,18,1,0.51
acc_2483,2,6,1.96
acc_2484,13,2,1.45
acc_2485,28,6,3.06
acc_2486,22,5,4.55
acc_2487,5,2,0.66
acc_2488,18,5,2.26
acc_2489,28,10,4.36
acc_2490,5,1,3.74
acc_2491,31,9,3.89
acc_2492,7,2,1.99
acc_2493,17,1,1.26
acc_2494,22,3,4.06
acc_2495,23,5,2.46
acc_2496,7,6,1.02
acc_2497,19,9,4.24
acc_2498,31,6,2.06
acc_2499,16,0,4.47
acc_2500,14,0,1.42
acc_2501,18,7,3.36
acc_2502,23,8,4.49
acc_2503,31,5,3.92
acc_2504,15,5,3.16
acc_2505,8,3,3.9
acc_2506,18,4,2.18
acc_2507,19,6,3.44
acc_2508,17,6,2.42
acc_2509,7,4,2.34
acc_2510,24,4,5.54
acc_2511,22,4,2.86
acc_2512,10,2,1.09
acc_2513,0,2,2.05
acc_2514,20,10,3.34
acc_2515,6,7,2.85
acc_2516,17,8,3.27
acc_2517,2,5,2.24
acc_2518,8,3,1.43
acc_2519,19,9,1.36
acc_2520,11,2,0.2
acc_2521,20,7,3.84
acc_2522,31,9,2.31
acc_2523,18,5,2.55
acc_2524,8,3,1.33
acc_2525,7,5,0.1
acc_2526,8,4,3.74
acc_2527,15,4,1.24
acc_2528,17,7,4.77
acc_2529,23,7,2.48
acc_2530,15,5,2.38
acc_2531,10,4,1.37
acc_2532,16,5,1.97
acc_2533,25,6,3.08
acc_2534,0,0,0.1
acc_2535,2,0,0.1
acc_2536,6,0,1.49
acc_2537,21,2,1.98
acc_2538,22,8,3.59
acc_2539,5,7,0.46
acc_2540,18,1,2.82
acc_2541,15,3,1.81
acc_2542,19,3,0.2
acc_2543,5,5,2.15
acc_2544,10,3,0.47
acc_2545,1,2,1.99
acc_2546,21,7,5.69
acc_2547,7,0,1.64
acc_2548,22,7,2.72
acc_2549,23,9,4.19
acc_2550,30,7,4.0
acc_2551,5,3,1.96
acc_2552,23,6,3.05
acc_2553,5,2,0.93
acc_2554,9,4,3.59
acc_2555,20,3,1.8
acc_2556,2,1,1.1
acc_2557,11,6,5.15
acc_2558,3,1,1.29
acc_2559,36,14,2.92
acc_2560,13,6,2.38
acc_2561,18,7,5.39
acc_2562,26,9,5.57
acc_2563,22,7,1.9
acc_2564,30,8,4.85
acc_2565,18,6,3.28
acc_2566,18,10,4.11
acc_2567,7,4,1.84
acc_2568,5,2,1.29
acc_2569,19,3,4.08
acc_2570,5,3,0.1
acc_2571,26,9,4.33
acc_2572,6,6,2.78
acc_2573,11,4,1.13
acc_2574,23,4,2.63
acc_2575,20,2,0.92
acc_2576,17,4,1.7
acc_2577,9,4,1.02
acc_2578,15,6,2.35
acc_2579,16,7,2.0
acc_2580,29,8,6.06
acc_2581,15,2,4.36
acc_2582,27,9,5.63
acc_2583,22,8,5.31
acc_2584,15,2,4.1
acc_2585,29,8,3.78
acc_2586,29,8,5.28
acc_2587,22,8,3.94
acc_2588,15,7,2.34
acc_2589,11,3,1.39
acc_2590,20,9,4.91
acc_2591,27,4,5.07
acc_2592,12,2,2.68
acc_2593,9,2,0.76
acc_2594,29,5,2.97
acc_2595,12,3,0.1
acc_2596,13,3,2.35
acc_2597,19,6,3.91
acc_2598,7,4,0.19
acc_2599,0,2,1.23
acc_2600,6,0,1.08
acc_2601,10,6,1.95
acc_2602,25,8,3.08
acc_2603,18,5,3.72
acc_2604,23,10,3.07
acc_2605,10,6,2.05
acc_2606,13,4,2.36
acc_2607,3,7,1.96
acc_2608,7,4,1.23
acc_2609,10,0,2.81
acc_2610,13,2,2.15
acc_2611,11,2,1.21
acc_2612,22,6,3.95
acc_2613,5,0,1.29
acc_2614,6,2,1.66
acc_2615,8,5,1.0
acc_2616,18,3,3.04
acc_2617,6,3,0.65
acc_2618,16,3,2.39
acc_2619,7,5,1.65
acc_2620,21,7,3.34
acc_2621,29,7,3.13
acc_2622,15,6,1.16
acc_2623,7,3,1.51
acc_2624,5,2,0.1
acc_2625,21,7,1.13
acc_2626,30,5,3.53
acc_2627,18,0,2.59
acc_2628,22,6,4.22
acc_2629,25,5,3.77
acc_2630,3,5,1.04
acc_2631,15,5,2.46
acc_2632,20,10,5.56
acc_2633,12,3,0.57
acc_2634,19,6,2.48
acc_2635,8,3,2.18
acc_2636,11,8,2.15
acc_2637,14,4,3.52
acc_2638,5,8,3.49
acc_2639,22,10,5.03
acc_2640,14,4,0.75
acc_2641,3,4,3.32
acc_2642,9,2,0.41
acc_2643,24,11,4.9
acc_2644,30,7,4.25
acc_2645,27,4,3.03
acc_2646,29,9,3.47
acc_2647,25,5,1.71
acc_2648,9,0,0.47
acc_2649,9,4,0.74
acc_2650,7,5,0.92
acc_2651,10,5,1.41
acc_2652,5,3,0.1
acc_2653,16,10,3.46
acc_2654,30,8,3.67
acc_2655,10,7,1.5
acc_2656,16,7,2.9
acc_2657,12,5,3.99
acc_2658,15,6,3.12
acc_2659,6,5,1.37
acc_2660,16,5,5.55
acc_2661,11,0,1.31
acc_2662,14,4,1.37
acc_2663,27,0,2.42
acc_2664,15,2,1.6
acc_2665,22,2,3.72
acc_2666,23,10,3.45
acc_2667,5,0,0.51
acc_2668,12,6,1.56
acc_2669,19,3,1.72
acc_2670,3,3,0.81
acc_2671,5,0,1.06
acc_2672,21,11,4.03
acc_2673,18,6,2.67
acc_2674,19,5,0.47
acc_2675,16,7,2.94
acc_2676,16,8,4.41
acc_2677,12,3,2.72
acc_2678,17,5,1.75
acc_2679,16,0,0.1
acc_2680,7,2,3.02
acc_2681,31,7,5.73
acc_2682,9,6,3.19
acc_2683,6,0,2.52
acc_2684,14,3,4.33
acc_2685,23,6,4.5
acc_2686,10,3,0.9
acc_2687,13,3,1.69
acc_2688,20,7,2.76
acc_2689,19,8,3.97
acc_2690,26,9,4.94
acc_2691,8,4,3.13
acc_2692,29,5,4.11
acc_2693,7,1,0.1
acc_2694,12,7,2.86
acc_2695,24,8,4.79
acc_2696,12,7,4.51
acc_2697,12,9,2.69
acc_2698,13,5,0.1
acc_2699,22,6,2.79
acc_2700,26,3,3.18
acc_2701,19,7,3.03
acc_2702,9,2,2.61
acc_2703,9,2,0.1
acc_2704,12,0,0.97
acc_2705,20,6,3.53
acc_2706,3,2,3.5
acc_2707,8,2,0.91
acc_2708,5,1,2.25
acc_2709,28,5,2.29
acc_2710,15,4,2.86
acc_2711,21,2,2.53
acc_2712,5,0,1.65
acc_2713,9,5,2.35
acc_2714,20,8,3.82
acc_2715,10,5,0.84
acc_2716,20,0,1.99
acc_2717,11,4,1.99
acc_2718,10,5,3.34
acc_2719,12,5,1.14
acc_2720,16,4,2.1
acc_2721,15,8,4.12
acc_2722,25,6,2.19
acc_2723,8,2,1.32
acc_2724,14,7,2.11
acc_2725,22,5,3.97
acc_2726,16,6,3.48
acc_2727,10,4,2.57
acc_2728,19,7,3.5
acc_2729,14,3,2.57
acc_2730,16,4,0.55
acc_2731,17,3,1.82
acc_2732,12,7,3.64
acc_2733,16,4,2.61
acc_2734,33,12,2.59
acc_2735,10,6,1.74
acc_2736,30,6,5.48
acc_2737,16,2,2.25
acc_2738,16,5,3.82
acc_2739,21,6,5.02
acc_2740,26,7,2.89
acc_2741,15,3,2.24
acc_2742,20,6,2.62
acc_2743,19,4,0.57
acc_2744,18,7,2.45
acc_2745,16,4,2.37
acc_2746,8,0,0.93
acc_2747,11,4,2.1
acc_2748,14,6,1.65
acc_2749,19,6,3.6
acc_2750,19,6,4.27
acc_2751,31,6,3.79
acc_2752,5,0,1.96
acc_2753,18,4,3.26
acc_2754,25,7,3.63
acc_2755,26,5,2.89
acc_2756,8,3,1.33
acc_2757,3,0,1.03
acc_2758,27,9,4.52
acc_2759,15,0,1.82
acc_2760,0,5,1.94
acc_2761,19,9,3.68
acc_2762,14,3,2.8
acc_2763,11,4,4.06
acc_2764,13,2,0.39
acc_2765,36,10,2.65
acc_2766,4,6,1.62
acc_2767,21,7,1.35
acc_2768,7,3,0.98
acc_2769,16,5,2.82
acc_2770,16,9,2.1
acc_2771,14,5,3.4
acc_2772,0,3,0.6
acc_2773,6,5,1.85
acc_2774,15,4,1.33
acc_2775,0,1,0.54
acc_2776,12,2,0.72
acc_2777,14,0,0.1
acc_2778,15,3,0.81
acc_2779,9,1,1.89
acc_2780,9,4,1.22
acc_2781,10,5,1.28
acc_2782,26,9,4.34
acc_2783,11,7,5.24
acc_2784,18,6,4.7
acc_2785,13,5,1.17
acc_2786,16,8,1.9
acc_2787,18,6,1.91
acc_2788,9,1,0.1
acc_2789,7,6,2.65
acc_2790,9,5,1.87
acc_2791,7,7,1.94
acc_2792,26,12,3.23
acc_2793,24,8,5.69
acc_2794,31,11,4.72
acc_2795,23,7,2.78
acc_2796,21,4,3.65
acc_2797,13,6,0.64
acc_2798,6,0,0.84
acc_2799,14,9,2.58
acc_2800,2,7,2.43
acc_2801,29,8,2.82
acc_2802,15,8,2.71
acc_2803,11,3,0.1
acc_2804,18,5,3.36
acc_2805,14,0,1.58
acc_2806,19,7,4.4
acc_2807,7,4,1.11
acc_2808,22,10,2.26
acc_2809,10,4,0.1
acc_2810,9,1,2.2
acc_2811,12,4,2.76
acc_2812,0,4,1.43
acc_2813,14,2,4.75
acc_2814,17,1,2.09
acc_2815,5,2,1.8
acc_2816,14,9,2.37
acc_2817,20,8,5.8
acc_2818,12,5,1.88
acc_2819,4,2,0.41
acc_2820,9,3,1.95
acc_2821,12,4,4.68
acc_2822,15,5,3.77
acc_2823,16,2,1.34
acc_2824,35,8,5.19
acc_2825,16,8,3.32
acc_2826,12,3,3.22
acc_2827,15,0,1.8
acc_2828,17,1,3.09
acc_2829,17,9,4.98
acc_2830,11,4,0.1
acc_2831,10,2,1.66
acc_2832,0,0,0.17
acc_2833,13,5,2.31
acc_2834,12,6,1.87
acc_2835,30,5,2.8
acc_2836,17,7,1.65
acc_2837,16,3,1.7
acc_2838,8,2,1.4
acc_2839,22,6,3.56
acc_2840,2,7,3.26
acc_2841,2,5,0.2
acc_2842,16,5,2.83
acc_2843,18,9,3.34
acc_2844,9,5,3.54
acc_2845,0,0,0.1
acc_2846,20,8,2.91
acc_2847,29,12,5.31
acc_2848,17,8,1.24
acc_2849,10,4,3.83
acc_2850,21,10,2.72
acc_2851,25,9,4.56
acc_2852,14,7,4.32
acc_2853,10,7,2.64
acc_2854,10,3,2.46
acc_2855,14,5,3.83
acc_2856,25,7,2.67
acc_2857,14,8,3.01
acc_2858,28,10,4.97
acc_2859,6,3,0.1
acc_2860,22,4,3.63
acc_2861,6,6,3.32
acc_2862,21,5,5.23
acc_2863,11,2,2.48
acc_2864,6,1,1.91
acc_2865,16,0,3.09
acc_2866,17,9,1.42
acc_2867,26,9,4.15
acc_2868,21,9,2.95
acc_2869,3,5,0.58
acc_2870,19,7,3.69
acc_2871,11,6,1.44
acc_2872,9,1,1.64
acc_2873,30,7,4.54
acc_2874,19,6,3.84
acc_2875,9,6,2.83
acc_2876,12,5,0.1
acc_2877,3,2,1.39
acc_2878,18,9,4.93
acc_2879,2,5,2.72
acc_2880,19,8,4.94
acc_2881,18,12,3.94
acc_2882,16,7,4.16
acc_2883,9,7,0.95
acc_2884,2,7,3.17
acc_2885,23,3,2.7
acc_2886,1,4,1.33
acc_2887,1,3,0.55
acc_2888,9,2,1.01
acc_2889,22,7,4.38
acc_2890,25,10,5.2
acc_2891,21,9,3.45
acc_2892,35,8,4.01
acc_2893,11,9,4.27
acc_2894,26,5,4.07
acc_2895,4,0,2.42
acc_2896,28,9,3.77
acc_2897,17,9,2.71
acc_2898,10,4,2.64
acc_2899,17,0,1.29
acc_2900,18,2,2.9
acc_2901,0,2,0.1
acc_2902,14,5,1.91
acc_2903,18,10,3.63
acc_2904,19,9,3.54
acc_2905,13,2,2.34
acc_2906,22,9,3.56
acc_2907,0,3,0.56
acc_2908,33,12,3.91
acc_2909,6,3,2.7
acc_2910,21,7,3.99
acc_2911,12,4,1.41
acc_2912,11,3,2.11
acc_2913,11,6,4.99
acc_2914,17,5,2.4
acc_2915,20,6,2.24
acc_2916,21,6,1.6
acc_2917,22,5,3.06
acc_2918,7,7,3.26
acc_2919,6,1,0.1
acc_2920,22,8,4.36
acc_2921,19,8,2.31
acc_2922,6,2,0.66
acc_2923,21,9,1.93
acc_2924,18,5,4.31
acc_2925,20,8,4.82
acc_2926,9,4,0.1
acc_2927,15,5,5.12
acc_2928,17,7,4.68
acc_2929,20,6,0.21
acc_2930,21,8,2.62
acc_2931,21,11,4.25
acc_2932,1,4,2.09
acc_2933,26,6,3.38
acc_2934,10,6,2.36
acc_2935,9,6,2.04
acc_2936,2,2,0.47
acc_2937,0,2,1.97
acc_2938,4,3,1.76
acc_2939,13,1,0.1
acc_2940,17,7,3.12
acc_2941,22,4,3.25
acc_2942,30,10,4.29
acc_2943,18,4,2.6
acc_2944,10,0,1.08
acc_2945,36,8,3.77
acc_2946,19,7,1.56
acc_2947,12,5,4.16
acc_2948,18,5,1.68
acc_2949,22,5,3.88
acc_2950,18,2,1.37
acc_2951,1,2,0.23
acc_2952,9,3,1.39
acc_2953,9,2,1.66
acc_2954,24,2,1.83
acc_2955,11,6,0.1
acc_2956,30,6,3.32
acc_2957,29,9,4.32
acc_2958,29,11,4.94
acc_2959,27,10,4.68
acc_2960,1,2,1.64
acc_2961,32,8,4.51
acc_2962,8,4,1.24
acc_2963,7,1,3.63
acc_2964,21,9,3.97
acc_2965,14,2,2.06
acc_2966,21,6,2.83
acc_2967,19,5,2.68
acc_2968,9,3,0.1
acc_2969,12,8,5.45
acc_2970,18,6,1.43
acc_2971,24,5,2.41
acc_2972,23,7,3.52
acc_2973,0,1,2.59
acc_2974,19,5,1.78
acc_2975,3,0,1.34
acc_2976,8,5,1.66
acc_2977,13,3,0.16
acc_2978,20,9,1.34
acc_2979,16,3,1.11
acc_2980,21,3,3.59
acc_2981,17,4,2.82
acc_2982,18,5,2.25
acc_2983,2,1,1.05
acc_2984,10,6,1.35
acc_2985,12,4,1.44
acc_2986,19,7,3.95
acc_2987,15,3,1.72
acc_2988,13,6,5.62
acc_2989,12,6,0.24
acc_2990,16,8,4.27
acc_2991,21,7,5.09
