account_id,ticket_volume,severe_tickets
acc_2794,4,0
acc_2795,2,1
acc_2796,9,2
acc_2797,12,1
acc_2798,14,3
acc_2799,8,2
acc_2800,7,2
acc_2801,5,0
acc_2802,7,1
acc_2803,17,3
acc_2804,6,2
acc_2805,15,2
acc_2806,8,1
acc_2807,9,3
acc_2808,5,0
acc_2809,15,3
acc_2810,12,4
acc_2811,8,2
acc_2812,11,3
acc_2813,4,0
acc_2814,9,1
acc_2815,9,1
acc_2816,3,0
acc_2817,2,0
acc_2818,11,2
acc_2819,11,1
acc_2820,9,2
acc_2821,9,2
acc_2822,11,0
acc_2823,8,3
acc_2824,4,1
acc_2825,6,1
acc_2826,8,3
acc_2827,14,3
acc_2828,7,2
acc_2829,3,1
acc_2830,11,2
acc_2831,7,2
acc_2832,11,1
acc_2833,7,2
acc_2834,13,2
acc_2835,4,1
acc_2836,9,0
acc_2837,6,0
acc_2838,14,2
acc_2839,8,0
acc_2840,5,2
acc_2841,15,4
acc_2842,9,2
acc_2843,5,1
acc_2844,6,1
acc_2845,17,2
acc_2846,10,1
acc_2847,3,1
acc_2848,8,1
acc_2849,12,2
acc_2850,4,2
acc_2851,3,2
acc_2852,4,1
acc_2853,6,2
acc_2854,10,1
acc_2855,14,1
acc_2856,3,0
acc_2857,8,1
acc_2858,7,0
acc_2859,13,2
acc_2860,6,1
acc_2861,9,1
acc_2862,3,0
acc_2863,13,2
acc_2864,17,3
acc_2865,8,1
acc_2866,6,2
acc_2867,2,1
acc_2868,6,2
acc_2869,13,3
acc_2870,2,2
acc_2871,8,4
acc_2872,11,0
acc_2873,4,2
acc_2874,3,0
acc_2875,8,3
acc_2876,10,2
acc_2877,13,3
acc_2878,1,1
acc_2879,8,2
acc_2880,6,2
acc_2881,7,2
acc_2882,2,2
acc_2883,8,2
acc_2884,9,0
acc_2885,5,2
acc_2886,13,1
acc_2887,12,2
acc_2888,13,2
acc_2889,4,1
acc_2890,1,1
acc_2891,3,0
acc_2892,3,1
acc_2893,6,1
acc_2894,4,3
acc_2895,12,0
acc_2896,2,1
acc_2897,5,2
acc_2898,5,1
acc_2899,8,1
acc_2900,10,3
acc_2901,10,3
acc_2902,9,1
acc_2903,7,0
acc_2904,3,1
acc_2905,8,2
acc_2906,1,1
acc_2907,9,3
acc_2908,5,1
acc_2909,9,4
acc_2910,1,1
acc_2911,10,2
acc_2912,7,4
acc_2913,7,2
acc_2914,12,0
acc_2915,8,2
acc_2916,8,2
acc_2917,11,2
acc_2918,14,2
acc_2919,14,3
acc_2920,4,1
acc_2921,6,1
acc_2922,11,2
acc_2923,2,0
acc_2924,5,1
acc_2925,0,0
acc_2926,14,3
acc_2927,4,1
acc_2928,7,2
acc_2929,2,1
acc_2930,3,0
acc_2931,5,2
acc_2932,13,3
acc_2933,7,1
acc_2934,6,2
acc_2935,11,1
acc_2936,13,2
acc_2937,12,3
acc_2938,12,3
acc_2939,7,2
acc_2940,3,0
acc_2941,3,0
acc_2942,2,0
acc_2943,6,1
acc_2944,12,1
acc_2945,6,2
acc_2946,6,2
acc_2947,12,2
acc_2948,11,2
acc_2949,5,0
acc_2950,10,2
acc_2951,11,3
acc_2952,14,3
acc_2953,9,3
acc_2954,12,2
acc_2955,9,2
acc_2956,7,1
acc_2957,2,1
acc_2958,2,1
acc_2959,6,0
acc_2960,17,3
acc_2961,3,1
acc_2962,11,4
acc_2963,13,2
acc_2964,4,0
acc_2965,8,0
acc_2966,0,0
acc_2967,0,0
acc_2968,12,4
acc_2969,4,0
acc_2970,8,2
acc_2971,12,0
acc_2972,4,1
acc_2973,7,2
acc_2974,9,1
acc_2975,14,1
acc_2976,13,2
acc_2977,13,1
acc_2978,3,0
acc_2979,10,1
acc_2980,3,0
acc_2981,8,0
acc_2982,11,2
acc_2983,13,2
acc_2984,10,2
acc_2985,8,1
acc_2986,3,0
acc_2987,6,0
acc_2988,9,2
acc_2989,6,1
acc_2990,6,0
acc_2991,5,0
acc_2992,2,0
acc_2993,5,0
acc_2994,7,0
acc_2995,2,0
acc_2996,5,0
acc_2997,4,0
acc_2998,15,4
acc_2999,6,1
acc_3000,7,2
acc_3001,5,2
acc_3002,0,0
acc_3003,7,1
acc_3004,9,0
acc_3005,6,2
acc_3006,6,2
acc_3007,1,0
acc_3008,13,3
acc_3009,0,0
acc_3010,3,1
acc_3011,8,0
acc_3012,8,2
acc_3013,10,4
acc_3014,8,1
acc_3015,8,2
acc_3016,4,1
acc_3017,13,2
acc_3018,6,1
acc_3019,6,2
acc_3020,14,3
acc_3021,7,2
acc_3022,12,4
acc_3023,7,3
acc_3024,5,0
acc_3025,1,1
acc_3026,6,2
acc_3027,10,3
acc_3028,7,1
acc_3029,5,1
acc_3030,5,0
acc_3031,7,2
acc_3032,7,3
acc_3033,10,2
acc_3034,6,0
acc_3035,4,0
acc_3036,9,1
acc_3037,12,4
acc_3038,12,1
acc_3039,14,2
acc_3040,12,2
acc_3041,17,5
acc_3042,11,3
acc_3043,12,3
acc_3044,11,2
acc_3045,7,1
acc_3046,10,2
acc_3047,8,4
acc_3048,12,1
acc_3049,0,0
acc_3050,5,1
acc_3051,8,4
acc_3052,10,2
acc_3053,1,0
acc_3054,9,2
acc_3055,11,1
acc_3056,4,0
acc_3057,3,0
acc_3058,1,0
acc_3059,1,1
acc_3060,3,0
acc_3061,4,0
acc_3062,14,4
acc_3063,11,2
acc_3064,4,1
acc_3065,7,3
acc_3066,6,2
acc_3067,5,3
acc_3068,5,0
acc_3069,13,3
acc_3070,7,2
acc_3071,6,2
acc_3072,8,3
acc_3073,10,1
acc_3074,7,4
acc_3075,4,0
acc_3076,3,0
acc_3077,11,3
acc_3078,7,2
acc_3079,6,2
acc_3080,15,3
acc_3081,10,2
acc_3082,4,1
acc_3083,4,1
acc_3084,10,4
acc_3085,11,2
acc_3086,8,2
acc_3087,5,2
acc_3088,10,3
acc_3089,1,0
acc_3090,11,2
acc_3091,3,0
acc_3092,7,2
acc_3093,10,0
acc_3094,3,1
acc_3095,4,2
acc_3096,13,4
acc_3097,7,0
acc_3098,8,2
acc_3099,0,0
acc_3100,11,1
acc_3101,9,1
acc_3102,13,1
acc_3103,8,2
acc_3104,14,3
acc_3105,12,3
acc_3106,12,2
acc_3107,5,3
acc_3108,8,1
acc_3109,6,1
acc_3110,8,0
acc_3111,2,1
acc_3112,14,4
acc_3113,9,3
acc_3114,8,1
acc_3115,8,1
acc_3116,12,2
acc_3117,6,1
acc_3118,9,2
acc_3119,11,4
acc_3120,12,1
acc_3121,9,4
acc_3122,8,1
acc_3123,9,2
acc_3124,3,1
acc_3125,5,0
acc_3126,12,2
acc_3127,10,0
acc_3128,6,2
acc_3129,6,1
acc_3130,11,1
acc_3131,9,2
acc_3132,10,1
acc_3133,6,1
acc_3134,6,1
acc_3135,10,2
acc_3136,8,2
acc_3137,4,2
acc_3138,9,2
acc_3139,2,1
acc_3140,3,1
acc_3141,3,3
acc_3142,2,1
acc_3143,4,0
acc_3144,9,0
acc_3145,12,3
acc_3146,0,0
acc_3147,14,2
acc_3148,9,2
acc_3149,4,1
acc_3150,4,0
acc_3151,6,3
acc_3152,7,3
acc_3153,10,3
acc_3154,4,1
acc_3155,6,2
acc_3156,10,2
acc_3157,11,1
acc_3158,1,1
acc_3159,4,1
acc_3160,7,0
acc_3161,8,0
acc_3162,3,0
acc_3163,2,2
acc_3164,5,0
acc_3165,10,3
acc_3166,9,3
acc_3167,10,3
acc_3168,0,0
acc_3169,6,1
acc_3170,3,0
acc_3171,0,0
acc_3172,7,0
acc_3173,13,2
acc_3174,6,1
acc_3175,3,0
acc_3176,12,2
acc_3177,6,2
acc_3178,3,1
acc_3179,12,0
acc_3180,9,1
acc_3181,7,1
acc_3182,10,1
acc_3183,1,1
acc_3184,4,1
acc_3185,3,3
acc_3186,12,2
acc_3187,6,1
acc_3188,14,1
acc_3189,15,3
acc_3190,0,0
acc_3191,10,3
acc_3192,7,1
acc_3193,7,2
acc_3194,13,2
acc_3195,10,2
acc_3196,13,2
acc_3197,13,3
acc_3198,0,0
acc_3199,9,1
acc_3200,14,3
acc_3201,6,0
acc_3202,4,1
acc_3203,5,1
acc_3204,15,2
acc_3205,10,3
acc_3206,2,1
acc_3207,6,1
acc_3208,10,3
acc_3209,9,0
acc_3210,10,2
acc_3211,3,2
acc_3212,5,1
acc_3213,9,2
acc_3214,0,0
acc_3215,0,0
acc_3216,12,2
acc_3217,12,2
acc_3218,12,4
acc_3219,1,1
acc_3220,3,2
acc_3221,8,2
acc_3222,11,1
acc_3223,8,2
acc_3224,10,1
acc_3225,9,2
acc_3226,14,2
acc_3227,11,2
acc_3228,9,3
acc_3229,4,0
acc_3230,10,2
acc_3231,6,1
acc_3232,4,0
acc_3233,5,1
acc_3234,8,1
acc_3235,3,0
acc_3236,6,1
acc_3237,11,2
acc_3238,11,2
acc_3239,10,1
acc_3240,2,2
acc_3241,10,2
acc_3242,13,2
acc_3243,15,1
acc_3244,2,0
acc_3245,11,1
acc_3246,9,0
acc_3247,13,1
acc_3248,10,3
acc_3249,13,2
acc_3250,11,3
acc_3251,5,1
acc_3252,9,2
acc_3253,13,3
acc_3254,11,2
acc_3255,8,3
acc_3256,9,2
acc_3257,10,0
acc_3258,9,1
acc_3259,3,0
acc_3260,11,3
acc_3261,5,0
acc_3262,6,2
acc_3263,4,1
acc_3264,12,3
acc_3265,13,0
acc_3266,9,0
acc_3267,5,3
acc_3268,0,0
acc_3269,7,0
acc_3270,8,2
acc_3271,8,4
acc_3272,11,3
acc_3273,3,1
acc_3274,5,0
acc_3275,11,2
acc_3276,8,0
acc_3277,10,0
acc_3278,0,0
acc_3279,6,3
acc_3280,13,3
acc_3281,2,2
acc_3282,5,0
acc_3283,10,2
acc_3284,3,0
acc_3285,9,0
acc_3286,14,3
acc_3287,7,1
acc_3288,11,2
acc_3289,11,1
acc_3290,12,2
acc_3291,10,2
acc_3292,10,1
acc_3293,8,2
acc_3294,3,0
acc_3295,14,1
acc_3296,3,3
acc_3297,11,3
acc_3298,5,1
acc_3299,8,3
acc_3300,9,1
acc_3301,11,3
acc_3302,11,4
acc_3303,12,2
acc_3304,8,1
acc_3305,4,0
acc_3306,1,1
acc_3307,13,2
acc_3308,9,3
acc_3309,9,2
acc_3310,12,2
acc_3311,6,1
acc_3312,5,2
acc_3313,0,0
acc_3314,3,3
acc_3315,9,1
acc_3316,2,0
acc_3317,8,1
acc_3318,4,1
acc_3319,7,2
acc_3320,6,1
acc_3321,6,1
acc_3322,6,0
acc_3323,9,2
acc_3324,12,2
acc_3325,16,4
acc_3326,9,3
acc_3327,8,1
acc_3328,2,1
acc_3329,2,2
acc_3330,1,0
acc_3331,12,3
acc_3332,8,0
acc_3333,0,0
acc_3334,11,1
acc_3335,7,0
acc_3336,1,1
acc_3337,4,0
acc_3338,5,1
acc_3339,9,3
acc_3340,13,2
acc_3341,7,2
acc_3342,1,0
acc_3343,11,1
acc_3344,12,3
acc_3345,2,2
acc_3346,11,0
acc_3347,12,4
acc_3348,4,0
acc_3349,5,1
acc_3350,6,0
acc_3351,10,2
acc_3352,3,2
acc_3353,15,4
acc_3354,3,0
acc_3355,6,0
acc_3356,6,4
acc_3357,1,0
acc_3358,6,2
acc_3359,10,2
acc_3360,0,0
acc_3361,9,0
acc_3362,5,1
acc_3363,5,3
acc_3364,12,2
acc_3365,4,0
acc_3366,0,0
acc_3367,5,1
acc_3368,13,3
acc_3369,2,2
acc_3370,7,1
acc_3371,6,2
acc_3372,8,0
acc_3373,12,1
acc_3374,6,1
acc_3375,2,1
acc_3376,14,2
acc_3377,5,1
acc_3378,9,1
acc_3379,4,1
acc_3380,0,0
acc_3381,9,0
acc_3382,10,0
acc_3383,5,3
acc_3384,5,1
acc_3385,16,2
acc_3386,8,3
acc_3387,5,1
acc_3388,3,2
acc_3389,10,1
acc_3390,12,4
acc_3391,6,1
acc_3392,10,2
acc_3393,10,1
acc_3394,0,0
acc_3395,2,1
acc_3396,13,0
acc_3397,8,1
acc_3398,4,1
acc_3399,7,1
acc_3400,9,2
acc_3401,17,2
acc_3402,4,3
acc_3403,9,2
acc_3404,4,1
acc_3405,11,1
acc_3406,9,1
acc_3407,10,3
acc_3408,18,3
acc_3409,11,0
acc_3410,13,4
acc_3411,3,0
acc_3412,2,1
acc_3413,2,2
acc_3414,4,1
acc_3415,13,2
acc_3416,5,0
acc_3417,9,3
acc_3418,7,3
acc_3419,5,1
acc_3420,2,0
acc_3421,11,3
acc_3422,11,1
acc_3423,11,2
acc_3424,8,1
acc_3425,11,2
acc_3426,0,0
acc_3427,9,0
acc_3428,5,0
acc_3429,12,1
acc_3430,2,1
acc_3431,18,4
acc_3432,13,1
acc_3433,3,1
acc_3434,4,1
acc_3435,0,0
acc_3436,9,2
acc_3437,8,0
acc_3438,9,1
acc_3439,11,1
acc_3440,11,3
acc_3441,7,3
acc_3442,8,1
acc_3443,8,2
acc_3444,1,1
acc_3445,4,1
acc_3446,13,3
acc_3447,6,2
acc_3448,8,1
acc_3449,11,3
acc_3450,3,1
acc_3451,13,1
acc_3452,9,1
acc_3453,5,0
acc_3454,12,4
acc_3455,9,3
acc_3456,12,3
acc_3457,5,1
acc_3458,13,2
acc_3459,12,3
acc_3460,10,0
acc_3461,9,1
acc_3462,9,2
acc_3463,6,1
acc_3464,9,1
acc_3465,10,3
acc_3466,10,1
acc_3467,12,5
acc_3468,2,2
acc_3469,5,1
acc_3470,9,4
acc_3471,9,2
acc_3472,11,1
acc_3473,9,3
acc_3474,10,2
acc_3475,3,0
acc_3476,9,2
acc_3477,8,3
acc_3478,5,1
acc_3479,0,0
acc_3480,4,1
acc_3481,5,1
acc_3482,3,0
acc_3483,12,1
acc_3484,13,2
acc_3485,6,1
acc_3486,4,2
acc_3487,13,2
acc_3488,5,3
acc_3489,4,0
acc_3490,9,2
acc_3491,1,1
acc_3492,12,2
acc_3493,7,2
acc_3494,11,2
acc_3495,6,2
acc_3496,6,0
acc_3497,14,1
acc_3498,7,2
acc_3499,11,0
acc_3500,9,2
acc_3501,8,3
acc_3502,12,3
acc_3503,13,5
acc_3504,9,2
acc_3505,4,1
acc_3506,9,1
acc_3507,6,0
acc_3508,9,2
acc_3509,11,1
acc_3510,2,1
acc_3511,0,0
acc_3512,11,1
acc_3513,8,1
acc_3514,3,1
acc_3515,13,2
acc_3516,4,0
acc_3517,5,1
acc_3518,6,1
acc_3519,0,0
acc_3520,7,3
acc_3521,7,2
acc_3522,6,0
acc_3523,5,0
acc_3524,6,3
acc_3525,11,4
acc_3526,9,2
acc_3527,8,2
acc_3528,8,1
acc_3529,11,2
acc_3530,3,0
acc_3531,14,2
acc_3532,0,0
acc_3533,7,1
acc_3534,2,0
acc_3535,7,1
acc_3536,10,3
acc_3537,12,3
acc_3538,10,2
acc_3539,0,0
acc_3540,11,4
acc_3541,11,3
acc_3542,4,0
acc_3543,14,2
acc_3544,8,1
acc_3545,8,2
acc_3546,12,1
acc_3547,1,1
acc_3548,10,2
acc_3549,11,3
acc_3550,1,0
acc_3551,0,0
acc_3552,6,4
acc_3553,0,0
acc_3554,11,4
acc_3555,11,3
acc_3556,3,1
acc_3557,4,1
acc_3558,5,2
acc_3559,12,3
acc_3560,12,3
acc_3561,5,2
acc_3562,5,2
acc_3563,8,3
acc_3564,8,1
acc_3565,4,1
acc_3566,8,1
acc_3567,2,0
acc_3568,2,1
acc_3569,16,2
acc_3570,3,3
acc_3571,7,0
acc_3572,4,0
acc_3573,0,0
acc_3574,9,2
acc_3575,7,2
acc_3576,11,1
acc_3577,5,0
acc_3578,13,1
acc_3579,15,3
acc_3580,5,1
acc_3581,5,0
acc_3582,11,0
acc_3583,14,4
acc_3584,5,1
acc_3585,4,3
acc_3586,13,3
acc_3587,9,4
acc_3588,4,1
acc_3589,7,0
acc_3590,15,3
acc_3591,5,2
acc_3592,10,2
acc_3593,9,3
acc_3594,16,5
acc_3595,11,2
acc_3596,7,1
acc_3597,9,1
acc_3598,1,0
acc_3599,11,2
acc_3600,8,2
acc_3601,5,2
acc_3602,14,2
acc_3603,9,2
acc_3604,10,1
acc_3605,10,3
acc_3606,9,1
acc_3607,7,1
acc_3608,2,0
acc_3609,4,0
acc_3610,0,0
acc_3611,3,1
acc_3612,7,0
acc_3613,6,0
acc_3614,1,1
acc_3615,9,1
acc_3616,10,0
acc_3617,9,0
acc_3618,9,1
acc_3619,10,1
acc_3620,13,2
acc_3621,7,0
acc_3622,14,3
acc_3623,6,3
acc_3624,6,3
acc_3625,9,2
acc_3626,12,3
acc_3627,12,2
acc_3628,8,3
acc_3629,10,2
acc_3630,3,0
acc_3631,8,1
acc_3632,15,2
acc_3633,9,1
acc_3634,12,3
acc_3635,5,1
acc_3636,13,1
acc_3637,8,2
acc_3638,6,3
acc_3639,6,0
acc_3640,6,3
acc_3641,8,3
acc_3642,6,1
acc_3643,6,2
acc_3644,5,0
acc_3645,3,0
acc_3646,11,1
acc_3647,7,0
acc_3648,14,3
acc_3649,6,1
acc_3650,14,1
acc_3651,8,0
acc_3652,6,1
acc_3653,6,1
acc_3654,4,3
acc_3655,8,2
acc_3656,10,2
acc_3657,7,3
acc_3658,7,1
acc_3659,5,3
acc_3660,3,0
acc_3661,6,1
acc_3662,14,2
acc_3663,2,1
acc_3664,14,3
acc_3665,8,2
acc_3666,5,1
acc_3667,12,2
acc_3668,9,0
acc_3669,6,2
acc_3670,5,2
acc_3671,7,2
acc_3672,6,2
acc_3673,7,0
acc_3674,8,4
acc_3675,2,1
acc_3676,9,0
acc_3677,7,2
acc_3678,4,1
acc_3679,12,4
acc_3680,6,3
acc_3681,7,3
acc_3682,8,3
acc_3683,14,3
acc_3684,5,0
acc_3685,8,1
acc_3686,1,1
acc_3687,4,0
acc_3688,7,2
acc_3689,10,2
acc_3690,16,3
acc_3691,10,2
acc_3692,6,3
acc_3693,14,3
acc_3694,3,2
acc_3695,0,0
acc_3696,4,1
acc_3697,8,1
acc_3698,12,4
acc_3699,7,2
acc_3700,8,2
acc_3701,10,3
acc_3702,6,0
acc_3703,5,1
acc_3704,0,0
acc_3705,0,0
acc_3706,5,1
acc_3707,8,2
acc_3708,12,1
acc_3709,2,1
acc_3710,7,2
acc_3711,13,3
acc_3712,11,3
acc_3713,8,2
acc_3714,10,2
acc_3715,10,4
acc_3716,9,2
acc_3717,9,0
acc_3718,4,1
acc_3719,3,1
acc_3720,6,1
acc_3721,12,3
acc_3722,8,0
acc_3723,7,2
acc_3724,0,0
acc_3725,4,0
acc_3726,12,2
acc_3727,12,2
acc_3728,5,3
acc_3729,5,0
acc_3730,11,3
acc_3731,10,3
acc_3732,16,2
acc_3733,11,3
acc_3734,6,0
acc_3735,5,2
acc_3736,16,5
acc_3737,9,2
acc_3738,13,3
acc_3739,13,2
acc_3740,5,3
acc_3741,7,3
acc_3742,16,2
acc_3743,8,3
acc_3744,10,2
acc_3745,17,3
acc_3746,10,1
acc_3747,9,0
acc_3748,2,0
acc_3749,1,0
acc_3750,11,2
acc_3751,5,1
acc_3752,7,1
acc_3753,4,0
acc_3754,3,2
acc_3755,3,1
acc_3756,7,0
acc_3757,1,1
acc_3758,11,1
acc_3759,9,2
acc_3760,6,1
acc_3761,8,3
acc_3762,6,1
acc_3763,11,2
acc_3764,5,1
acc_3765,9,2
acc_3766,1,1
acc_3767,3,1
acc_3768,18,3
acc_3769,10,1
acc_3770,9,3
acc_3771,0,0
acc_3772,3,0
acc_3773,9,1
acc_3774,3,2
acc_3775,14,3
acc_3776,11,2
acc_3777,5,0
acc_3778,0,0
acc_3779,14,4
acc_3780,6,1
acc_3781,7,1
acc_3782,14,2
acc_3783,3,0
acc_3784,6,0
acc_3785,8,0
acc_3786,8,1
acc_3787,6,1
acc_3788,11,2
acc_3789,8,2
acc_3790,3,3
acc_3791,9,5
acc_3792,5,1
acc_3793,9,3
acc_3794,7,2
acc_3795,9,3
acc_3796,12,3
acc_3797,9,1
acc_3798,9,3
acc_3799,11,4
acc_3800,5,2
acc_3801,14,3
acc_3802,6,2
acc_3803,4,1
acc_3804,10,3
acc_3805,4,1
acc_3806,13,2
acc_3807,9,2
acc_3808,3,1
acc_3809,9,3
acc_3810,3,2
acc_3811,12,2
acc_3812,5,1
acc_3813,13,2
acc_3814,12,3
acc_3815,13,3
acc_3816,6,1
acc_3817,10,1
acc_3818,5,0
acc_3819,14,4
acc_3820,6,2
acc_3821,6,4
acc_3822,5,1
acc_3823,10,3
acc_3824,13,3
acc_3825,6,1
acc_3826,8,1
acc_3827,6,0
acc_3828,11,4
acc_3829,5,1
acc_3830,9,4
acc_3831,6,1
acc_3832,5,2
acc_3833,5,2
acc_3834,4,1
acc_3835,6,1
acc_3836,7,1
acc_3837,1,0
acc_3838,11,3
acc_3839,4,2
acc_3840,8,1
acc_3841,5,0
acc_3842,12,2
acc_3843,10,2
acc_3844,5,1
acc_3845,6,0
acc_3846,1,1
acc_3847,10,0
acc_3848,3,1
acc_3849,9,2
acc_3850,3,1
acc_3851,11,2
acc_3852,0,0
acc_3853,13,1
acc_3854,4,1
acc_3855,11,2
acc_3856,2,0
acc_3857,9,3
acc_3858,4,2
acc_3859,2,0
acc_3860,6,0
acc_3861,10,3
acc_3862,7,2
acc_3863,12,2
acc_3864,14,2
acc_3865,1,1
acc_3866,8,3
acc_3867,11,1
acc_3868,1,0
acc_3869,13,4
acc_3870,13,3
acc_3871,13,4
acc_3872,10,3
acc_3873,3,1
acc_3874,9,1
acc_3875,5,0
acc_3876,1,1
acc_3877,14,1
acc_3878,13,3
acc_3879,5,2
acc_3880,6,3
acc_3881,3,1
acc_3882,3,1
acc_3883,0,0
acc_3884,7,1
acc_3885,6,0
acc_3886,9,2
acc_3887,2,1
acc_3888,8,1
acc_3889,4,2
acc_3890,1,1
acc_3891,10,2
acc_3892,7,2
acc_3893,13,2
acc_3894,11,3
acc_3895,12,4
acc_3896,3,0
acc_3897,10,1
acc_3898,8,3
acc_3899,7,3
acc_3900,6,0
acc_3901,3,2
acc_3902,9,0
acc_3903,5,2
acc_3904,1,1
acc_3905,10,1
acc_3906,9,1
acc_3907,6,1
acc_3908,4,1
acc_3909,11,4
acc_3910,1,1
acc_3911,5,2
acc_3912,6,1
acc_3913,12,3
acc_3914,6,1
acc_3915,4,0
acc_3916,9,1
acc_3917,11,3
acc_3918,11,2
acc_3919,9,1
acc_3920,9,2
acc_3921,11,2
acc_3922,10,1
acc_3923,8,1
acc_3924,2,1
acc_3925,6,2
acc_3926,14,3
acc_3927,13,2
acc_3928,8,1
acc_3929,3,0
acc_3930,3,0
acc_3931,8,2
acc_3932,12,1
acc_3933,8,4
acc_3934,6,2
acc_3935,9,2
acc_3936,0,0
acc_3937,11,0
acc_3938,15,1
acc_3939,8,3
acc_3940,5,3
acc_3941,6,0
acc_3942,9,2
acc_3943,3,2
acc_3944,2,0
acc_3945,7,4
acc_3946,10,3
acc_3947,9,2
acc_3948,13,3
acc_3949,2,0
acc_3950,5,1
acc_3951,13,3
acc_3952,4,2
acc_3953,12,2
acc_3954,2,0
acc_3955,3,1
acc_3956,4,0
acc_3957,7,0
acc_3958,4,0
acc_3959,9,3
acc_3960,4,0
acc_3961,8,0
acc_3962,7,2
acc_3963,2,0
acc_3964,7,0
acc_3965,14,3
acc_3966,11,2
acc_3967,15,2
acc_3968,12,2
acc_3969,3,2
acc_3970,0,0
acc_3971,7,1
acc_3972,7,0
acc_3973,3,1
acc_3974,3,1
acc_3975,12,3
acc_3976,6,1
acc_3977,5,1
acc_3978,11,0
acc_3979,8,3
acc_3980,9,3
acc_3981,2,0
acc_3982,9,2
acc_3983,8,1
acc_3984,2,0
acc_3985,6,2
acc_3986,2,1
acc_3987,9,2
acc_3988,9,2
acc_3989,7,3
acc_3990,9,1
acc_3991,6,2
acc_3992,8,4
acc_3993,9,0
acc_3994,11,2
acc_3995,7,2
acc_3996,5,0
acc_3997,5,1
acc_3998,12,4
acc_3999,7,0
acc_4000,5,0
acc_4001,4,2
acc_4002,13,2
acc_4003,6,1
acc_4004,4,0
acc_4005,15,2
acc_4006,5,2
acc_4007,7,2
acc_4008,8,2
acc_4009,8,1
acc_4010,2,1
acc_4011,0,0
acc_4012,14,2
acc_4013,9,3
acc_4014,8,0
acc_4015,6,1
acc_4016,12,3
acc_4017,9,2
acc_4018,7,1
acc_4019,4,0
acc_4020,6,2
acc_4021,6,1
acc_4022,8,4
acc_4023,7,0
acc_4024,2,0
acc_4025,6,1
acc_4026,12,2
acc_4027,3,0
acc_4028,5,3
acc_4029,5,2
acc_4030,9,3
acc_4031,7,0
acc_4032,3,0
acc_4033,9,2
acc_4034,8,1
acc_4035,6,2
acc_4036,0,0
acc_4037,3,2
acc_4038,6,1
acc_4039,13,4
acc_4040,8,3
acc_4041,7,1
acc_4042,9,2
acc_4043,16,3
acc_4044,8,2
acc_4045,11,1
acc_4046,4,1
acc_4047,9,3
acc_4048,8,2
acc_4049,14,2
acc_4050,0,0
acc_4051,2,2
acc_4052,9,2
acc_4053,6,0
acc_4054,6,1
acc_4055,2,0
acc_4056,6,0
acc_4057,9,2
acc_4058,9,1
acc_4059,13,2
acc_4060,9,2
acc_4061,7,0
acc_4062,12,0
acc_4063,13,4
acc_4064,8,3
acc_4065,15,2
acc_4066,4,1
acc_4067,4,1
acc_4068,9,5
acc_4069,9,2
acc_4070,8,4
acc_4071,7,4
acc_4072,8,2
acc_4073,7,1
acc_4074,6,1
acc_4075,8,1
acc_4076,11,3
acc_4077,4,2
acc_4078,8,1
acc_4079,6,4
acc_4080,5,0
acc_4081,11,0
acc_4082,9,2
acc_4083,14,2
acc_4084,12,2
acc_4085,10,2
acc_4086,5,2
acc_4087,3,1
acc_4088,11,1
acc_4089,6,1
acc_4090,10,2
acc_4091,12,2
acc_4092,9,0
acc_4093,5,1
acc_4094,5,1
acc_4095,5,0
acc_4096,4,1
acc_4097,6,2
acc_4098,6,2
acc_4099,11,1
acc_4100,8,4
acc_4101,10,1
acc_4102,4,1
acc_4103,5,0
acc_4104,8,2
acc_4105,7,2
acc_4106,11,2
acc_4107,8,2
acc_4108,10,3
acc_4109,10,2
acc_4110,13,4
acc_4111,7,0
acc_4112,12,0
acc_4113,3,1
acc_4114,0,0
acc_4115,7,1
acc_4116,7,1
acc_4117,12,4
acc_4118,9,3
acc_4119,11,2
acc_4120,7,2
acc_4121,4,2
acc_4122,10,1
acc_4123,2,0
acc_4124,3,2
acc_4125,6,0
acc_4126,10,0
acc_4127,6,0
acc_4128,3,3
acc_4129,15,2
acc_4130,9,2
acc_4131,16,2
acc_4132,3,2
acc_4133,5,1
acc_4134,9,3
acc_4135,1,1
acc_4136,3,0
acc_4137,10,2
acc_4138,2,1
acc_4139,3,0
acc_4140,8,3
acc_4141,9,5
acc_4142,9,2
acc_4143,7,2
acc_4144,2,2
acc_4145,10,0
acc_4146,10,2
acc_4147,15,3
acc_4148,8,0
acc_4149,5,0
acc_4150,6,2
acc_4151,11,4
acc_4152,9,2
acc_4153,7,1
acc_4154,4,3
acc_4155,1,1
acc_4156,13,1
acc_4157,6,1
acc_4158,1,1
acc_4159,11,2
acc_4160,9,2
acc_4161,1,1
acc_4162,8,2
acc_4163,15,3
acc_4164,0,0
acc_4165,6,1
acc_4166,13,4
acc_4167,11,1
acc_4168,3,1
acc_4169,7,0
acc_4170,6,2
acc_4171,12,2
acc_4172,8,3
acc_4173,9,2
acc_4174,12,2
acc_4175,9,3
acc_4176,5,0
acc_4177,12,4
acc_4178,12,2
acc_4179,15,2
acc_4180,1,1
acc_4181,11,2
acc_4182,10,1
acc_4183,5,1
acc_4184,3,0
acc_4185,7,0
acc_4186,9,1
acc_4187,12,4
acc_4188,8,4
acc_4189,13,4
acc_4190,17,1
acc_4191,7,1
