account_id,arr,plan_tier,seats,billing_interval,churned
acc_2463,17744.65,Professional,31,monthly,0
acc_2464,8361.69,Professional,15,monthly,0
acc_2465,169902.24,Enterprise,142,monthly,1
acc_2466,11729.65,Professional,18,monthly,0
acc_2467,12566.71,Professional,21,annual,0
acc_2468,28251.85,Professional,48,monthly,1
acc_2469,8652.46,Professional,14,annual,0
acc_2470,1043.88,Starter,4,monthly,0
acc_2471,1746.84,Starter,8,monthly,0
acc_2472,1563.54,Starter,7,annual,1
acc_2473,27240.6,Professional,49,monthly,1
acc_2474,5502.4,Professional,10,annual,0
acc_2475,10948.8,Professional,19,monthly,0
acc_2476,11350.34,Professional,20,monthly,1
acc_2477,1938.7,Starter,8,monthly,0
acc_2478,2085.39,Starter,9,annual,0
acc_2479,1883.6,Starter,8,annual,0
acc_2480,2089.68,Starter,8,monthly,0
acc_2481,20112.43,Professional,36,monthly,1
acc_2482,18771.68,Professional,32,monthly,1
acc_2483,1370.04,Starter,6,monthly,0
acc_2484,155110.38,Enterprise,128,monthly,1
acc_2485,106821.26,Enterprise,85,monthly,0
acc_2486,510.43,Starter,2,annual,0
acc_2487,17453.23,Professional,29,annual,1
acc_2488,1799.25,Starter,7,annual,1
acc_2489,8878.93,Professional,14,annual,0
acc_2490,894.14,Starter,4,monthly,1
acc_2491,12527.93,Professional,22,annual,1
acc_2492,11791.52,Professional,19,monthly,0
acc_2493,239139.0,Enterprise,182,annual,0
acc_2494,26331.1,Professional,45,monthly,0
acc_2495,681.09,Starter,3,monthly,1
acc_2496,16107.39,Professional,25,annual,1
acc_2497,9023.25,Professional,16,annual,1
acc_2498,25571.25,Professional,41,annual,0
acc_2499,88145.8,Enterprise,81,annual,0
acc_2500,214741.95,Enterprise,198,monthly,1
acc_2501,20202.39,Professional,34,annual,1
acc_2502,990.06,Starter,4,annual,0
acc_2503,891.35,Starter,4,annual,0
acc_2504,83379.9,Enterprise,66,monthly,0
acc_2505,78873.67,Enterprise,71,monthly,1
acc_2506,724.85,Starter,3,monthly,1
acc_2507,20194.86,Professional,35,monthly,1
acc_2508,28362.17,Professional,45,annual,0
acc_2509,23550.28,Professional,37,monthly,1
acc_2510,98627.57,Enterprise,90,monthly,0
acc_2511,2027.21,Starter,9,annual,0
acc_2512,139777.34,Enterprise,108,monthly,0
acc_2513,707.85,Starter,3,monthly,1
acc_2514,12541.37,Professional,21,monthly,1
acc_2515,19605.7,Professional,35,monthly,1
acc_2516,8572.04,Professional,13,monthly,0
acc_2517,20824.5,Professional,32,annual,0
acc_2518,26471.91,Professional,49,monthly,0
acc_2519,20000.91,Professional,33,monthly,1
acc_2520,25786.88,Professional,40,monthly,1
acc_2521,473.33,Starter,2,monthly,0
acc_2522,146919.59,Enterprise,124,monthly,0
acc_2523,234.21,Starter,1,monthly,1
acc_2524,21194.92,Professional,39,annual,1
acc_2525,253.93,Starter,1,monthly,1
acc_2526,7137.77,Professional,12,monthly,1
acc_2527,1207.46,Starter,5,monthly,1
acc_2528,195173.32,Enterprise,171,monthly,0
acc_2529,1268.19,Starter,5,monthly,0
acc_2530,2286.9,Starter,9,monthly,0
acc_2531,15158.76,Professional,25,annual,0
acc_2532,1037.69,Starter,4,monthly,0
acc_2533,65360.92,Enterprise,59,monthly,0
acc_2534,172555.49,Enterprise,136,annual,0
acc_2535,26102.29,Professional,43,monthly,0
acc_2536,1135.44,Starter,5,monthly,1
acc_2537,1334.1,Starter,6,monthly,1
acc_2538,1613.14,Starter,7,annual,1
acc_2539,2313.93,Starter,9,annual,0
acc_2540,1522.83,Starter,6,monthly,1
acc_2541,66680.92,Enterprise,54,monthly,0
acc_2542,25889.44,Professional,47,monthly,0
acc_2543,261.83,Starter,1,monthly,1
acc_2544,1845.29,Starter,8,monthly,0
acc_2545,22675.08,Professional,37,monthly,0
acc_2546,509.1,Starter,2,annual,0
acc_2547,115636.08,Enterprise,104,monthly,0
acc_2548,2225.75,Starter,9,monthly,0
acc_2549,81581.33,Enterprise,75,annual,0
acc_2550,8835.44,Professional,16,annual,1
acc_2551,66438.39,Enterprise,53,monthly,1
acc_2552,1564.11,Starter,7,annual,0
acc_2553,1661.02,Starter,7,monthly,0
acc_2554,9686.6,Professional,17,monthly,1
acc_2555,184250.83,Enterprise,156,monthly,0
acc_2556,8788.26,Professional,16,monthly,0
acc_2557,29007.05,Professional,46,monthly,0
acc_2558,1098.97,Starter,5,monthly,1
acc_2559,2049.76,Starter,8,monthly,0
acc_2560,247.81,Starter,1,monthly,0
acc_2561,9439.84,Professional,16,monthly,0
acc_2562,772.77,Starter,3,monthly,0
acc_2563,2024.41,Starter,9,monthly,0
acc_2564,15437.19,Professional,27,monthly,1
acc_2565,84581.14,Enterprise,76,monthly,0
acc_2566,28117.84,Professional,48,annual,0
acc_2567,19752.24,Professional,30,annual,0
acc_2568,195763.15,Enterprise,175,monthly,0
acc_2569,255.89,Starter,1,monthly,1
acc_2570,1978.32,Starter,8,monthly,0
acc_2571,23301.6,Professional,43,monthly,0
acc_2572,23521.93,Professional,36,monthly,1
acc_2573,11161.03,Professional,17,monthly,0
acc_2574,1562.37,Starter,6,monthly,0
acc_2575,25808.98,Professional,43,monthly,1
acc_2576,15294.02,Professional,27,monthly,0
acc_2577,1173.9,Starter,5,monthly,1
acc_2578,12887.76,Professional,21,annual,1
acc_2579,1405.1,Starter,6,monthly,0
acc_2580,64997.98,Enterprise,52,monthly,0
acc_2581,125822.88,Enterprise,99,monthly,0
acc_2582,196664.25,Enterprise,174,monthly,0
acc_2583,88288.95,Enterprise,75,monthly,1
acc_2584,1309.86,Starter,5,monthly,1
acc_2585,222290.96,Enterprise,195,monthly,0
acc_2586,18028.78,Professional,31,annual,0
acc_2587,26669.68,Professional,49,monthly,1
acc_2588,2087.58,Starter,9,monthly,0
acc_2589,215100.33,Enterprise,184,annual,1
acc_2590,441.58,Starter,2,monthly,0
acc_2591,1296.42,Starter,6,monthly,1
acc_2592,202204.15,Enterprise,166,monthly,0
acc_2593,17861.68,Professional,31,monthly,1
acc_2594,9216.36,Professional,17,monthly,0
acc_2595,23798.15,Professional,37,monthly,1
acc_2596,976.21,Starter,4,monthly,1
acc_2597,22982.15,Professional,41,monthly,0
acc_2598,772.6,Starter,3,monthly,1
acc_2599,107240.9,Enterprise,94,annual,1
acc_2600,11345.87,Professional,20,annual,1
acc_2601,245995.31,Enterprise,190,monthly,1
acc_2602,16846.05,Professional,30,annual,0
acc_2603,22591.74,Professional,35,monthly,0
acc_2604,14636.21,Professional,23,annual,0
acc_2605,1154.35,Starter,5,monthly,1
acc_2606,435.3,Starter,2,annual,0
acc_2607,60489.96,Enterprise,55,annual,1
acc_2608,663.77,Starter,3,monthly,1
acc_2609,15525.5,Professional,24,monthly,1
acc_2610,1647.76,Starter,7,annual,1
acc_2611,217.56,Starter,1,monthly,1
acc_2612,13956.07,Professional,23,monthly,0
acc_2613,115251.65,Enterprise,102,monthly,0
acc_2614,11932.52,Professional,21,monthly,1
acc_2615,447.44,Starter,2,monthly,1
acc_2616,757.73,Starter,3,monthly,0
acc_2617,57247.8,Enterprise,53,monthly,1
acc_2618,26670.51,Professional,45,annual,0
acc_2619,119992.55,Enterprise,109,monthly,1
acc_2620,1697.6,Starter,7,monthly,1
acc_2621,140727.62,Enterprise,121,monthly,1
acc_2622,134763.74,Enterprise,124,annual,1
acc_2623,136922.89,Enterprise,115,monthly,0
acc_2624,973.55,Starter,4,annual,0
acc_2625,6836.62,Professional,12,monthly,0
acc_2626,10109.78,Professional,16,monthly,0
acc_2627,28057.24,Professional,48,monthly,1
acc_2628,6299.22,Professional,10,monthly,1
acc_2629,29255.13,Professional,48,annual,0
acc_2630,91492.07,Enterprise,71,monthly,0
acc_2631,20591.45,Professional,34,monthly,1
acc_2632,22491.01,Professional,40,annual,0
acc_2633,19800.04,Professional,31,monthly,0
acc_2634,12045.32,Professional,19,monthly,0
acc_2635,2101.38,Starter,8,annual,0
acc_2636,1763.94,Starter,8,monthly,1
acc_2637,16495.59,Professional,27,annual,1
acc_2638,239.6,Starter,1,annual,0
acc_2639,13651.1,Professional,22,monthly,0
acc_2640,248580.96,Enterprise,189,monthly,1
acc_2641,10265.84,Professional,17,monthly,0
acc_2642,124457.73,Enterprise,100,monthly,1
acc_2643,10469.98,Professional,18,annual,0
acc_2644,1151.75,Starter,5,monthly,1
acc_2645,232.09,Starter,1,monthly,0
acc_2646,211317.58,Enterprise,194,monthly,1
acc_2647,163063.96,Enterprise,142,monthly,0
acc_2648,13458.09,Professional,24,monthly,0
acc_2649,1665.7,Starter,7,annual,0
acc_2650,952.48,Starter,4,monthly,0
acc_2651,10741.07,Professional,17,annual,1
acc_2652,25211.55,Professional,42,monthly,1
acc_2653,26205.07,Professional,44,monthly,0
acc_2654,111287.85,Enterprise,98,monthly,1
acc_2655,17984.33,Professional,28,annual,1
acc_2656,1762.94,Starter,8,monthly,0
acc_2657,2105.2,Starter,8,annual,0
acc_2658,77626.77,Enterprise,65,annual,1
acc_2659,21930.42,Professional,39,annual,0
acc_2660,2097.07,Starter,9,monthly,0
acc_2661,1300.43,Starter,6,monthly,1
acc_2662,10079.69,Professional,18,monthly,0
acc_2663,1624.67,Starter,7,monthly,1
acc_2664,16982.84,Professional,28,annual,0
acc_2665,19443.82,Professional,35,annual,0
acc_2666,1739.12,Starter,7,annual,0
acc_2667,6413.13,Professional,10,monthly,0
acc_2668,1217.36,Starter,5,monthly,1
acc_2669,1611.76,Starter,7,monthly,0
acc_2670,1996.44,Starter,9,monthly,1
acc_2671,6502.37,Professional,12,annual,1
acc_2672,26996.1,Professional,43,annual,0
acc_2673,984.67,Starter,4,monthly,0
acc_2674,111070.65,Enterprise,93,monthly,1
acc_2675,441.79,Starter,2,monthly,1
acc_2676,19204.66,Professional,34,monthly,0
acc_2677,24875.01,Professional,39,monthly,1
acc_2678,5975.82,Professional,10,monthly,0
acc_2679,2097.73,Starter,8,monthly,0
acc_2680,1847.99,Starter,7,annual,0
acc_2681,17174.29,Professional,27,monthly,0
acc_2682,1370.36,Starter,6,annual,1
acc_2683,177132.94,Enterprise,156,monthly,1
acc_2684,1597.22,Starter,7,annual,0
acc_2685,27653.4,Professional,42,annual,1
acc_2686,10444.34,Professional,18,monthly,1
acc_2687,9996.38,Professional,16,monthly,0
acc_2688,25548.2,Professional,39,monthly,1
acc_2689,14043.73,Professional,22,monthly,0
acc_2690,734.05,Starter,3,monthly,0
acc_2691,14567.17,Professional,26,monthly,0
acc_2692,1346.38,Starter,6,annual,0
acc_2693,13180.0,Professional,22,monthly,1
acc_2694,260384.87,Enterprise,199,monthly,1
acc_2695,1815.91,Starter,7,monthly,0
acc_2696,12318.75,Professional,22,annual,1
acc_2697,1608.67,Starter,7,monthly,0
acc_2698,174648.0,Enterprise,143,monthly,0
acc_2699,28072.71,Professional,47,annual,0
acc_2700,1108.65,Starter,5,monthly,0
acc_2701,701.18,Starter,3,monthly,1
acc_2702,30110.02,Professional,46,monthly,1
acc_2703,523.34,Starter,2,monthly,1
acc_2704,1699.97,Starter,7,monthly,1
acc_2705,11708.4,Professional,19,annual,1
acc_2706,13032.46,Professional,23,monthly,1
acc_2707,1006.45,Starter,4,monthly,0
acc_2708,437.04,Starter,2,monthly,1
acc_2709,64578.93,Enterprise,57,monthly,0
acc_2710,1730.26,Starter,8,monthly,0
acc_2711,8207.98,Professional,14,annual,0
acc_2712,28891.41,Professional,45,annual,1
acc_2713,526.32,Starter,2,monthly,1
acc_2714,27285.75,Professional,44,monthly,1
acc_2715,20140.29,Professional,32,monthly,1
acc_2716,8001.42,Professional,14,annual,1
acc_2717,22290.28,Professional,37,monthly,1
acc_2718,199827.81,Enterprise,159,monthly,0
acc_2719,19189.54,Professional,32,annual,0
acc_2720,1321.5,Starter,6,monthly,1
acc_2721,1006.25,Starter,4,monthly,0
acc_2722,2038.85,Starter,9,monthly,1
acc_2723,73930.98,Enterprise,67,monthly,0
acc_2724,154120.67,Enterprise,129,annual,1
acc_2725,1097.91,Starter,5,monthly,0
acc_2726,26467.93,Professional,43,monthly,0
acc_2727,986.97,Starter,4,monthly,1
acc_2728,190648.62,Enterprise,167,annual,1
acc_2729,2098.38,Starter,8,annual,1
acc_2730,25557.37,Professional,40,monthly,0
acc_2731,663.78,Starter,3,monthly,0
acc_2732,2267.36,Starter,9,monthly,0
acc_2733,1863.58,Starter,8,monthly,0
acc_2734,10080.55,Professional,16,monthly,0
acc_2735,10177.53,Professional,16,monthly,1
acc_2736,1786.13,Starter,8,annual,0
acc_2737,1238.84,Starter,5,monthly,1
acc_2738,8365.86,Professional,13,monthly,0
acc_2739,140070.77,Enterprise,121,annual,1
acc_2740,22535.22,Professional,41,monthly,0
acc_2741,20101.07,Professional,37,monthly,0
acc_2742,221.28,Starter,1,monthly,0
acc_2743,7026.56,Professional,13,monthly,1
acc_2744,27803.21,Professional,48,annual,1
acc_2745,2073.31,Starter,9,monthly,1
acc_2746,9405.1,Professional,17,monthly,1
acc_2747,494.51,Starter,2,annual,0
acc_2748,263.61,Starter,1,monthly,0
acc_2749,1555.47,Starter,6,monthly,1
acc_2750,228.14,Starter,1,monthly,0
acc_2751,1770.71,Starter,7,annual,0
acc_2752,15005.74,Professional,23,monthly,1
acc_2753,25301.78,Professional,39,monthly,0
acc_2754,184797.74,Enterprise,143,monthly,1
acc_2755,1776.25,Starter,7,annual,1
acc_2756,230.06,Starter,1,annual,1
acc_2757,95704.8,Enterprise,87,monthly,1
acc_2758,7182.46,Professional,12,annual,0
acc_2759,6012.32,Professional,11,annual,0
acc_2760,12536.52,Professional,19,monthly,0
acc_2761,8744.96,Professional,15,monthly,1
acc_2762,1310.0,Starter,5,monthly,1
acc_2763,164521.37,Enterprise,130,monthly,1
acc_2764,707.23,Starter,3,annual,0
acc_2765,443.36,Starter,2,monthly,0
acc_2766,9095.41,Professional,16,monthly,1
acc_2767,15519.13,Professional,25,monthly,1
acc_2768,199552.77,Enterprise,156,annual,1
acc_2769,1315.07,Starter,5,monthly,1
acc_2770,8337.89,Professional,15,monthly,1
acc_2771,13967.84,Professional,25,annual,0
acc_2772,1090.19,Starter,5,annual,1
acc_2773,20564.77,Professional,36,annual,1
acc_2774,13409.09,Professional,21,monthly,0
acc_2775,17477.52,Professional,31,monthly,1
acc_2776,216856.27,Enterprise,179,annual,0
acc_2777,14245.65,Professional,24,monthly,0
acc_2778,105396.05,Enterprise,91,monthly,0
acc_2779,19040.25,Professional,31,monthly,0
acc_2780,26412.28,Professional,44,annual,1
acc_2781,193777.31,Enterprise,167,monthly,0
acc_2782,498.13,Starter,2,monthly,0
acc_2783,80303.47,Enterprise,70,monthly,1
acc_2784,1481.24,Starter,6,monthly,0
acc_2785,234443.28,Enterprise,179,annual,1
acc_2786,15059.38,Professional,24,monthly,0
acc_2787,63742.46,Enterprise,54,monthly,0
acc_2788,83121.34,Enterprise,66,monthly,1
acc_2789,20387.49,Professional,32,monthly,0
acc_2790,27217.74,Professional,47,annual,1
acc_2791,6870.77,Professional,11,annual,0
acc_2792,1657.96,Starter,7,monthly,0
acc_2793,255.29,Starter,1,monthly,0
acc_2794,6329.9,Professional,11,monthly,1
acc_2795,18270.87,Professional,28,monthly,0
acc_2796,730.77,Starter,3,monthly,0
acc_2797,931.83,Starter,4,monthly,1
acc_2798,472.26,Starter,2,annual,0
acc_2799,1163.47,Starter,5,annual,0
acc_2800,892.08,Starter,4,monthly,0
acc_2801,438.58,Starter,2,annual,1
acc_2802,231.45,Starter,1,annual,0
acc_2803,8330.6,Professional,14,monthly,1
acc_2804,1866.94,Starter,8,annual,0
acc_2805,79083.87,Enterprise,73,annual,1
acc_2806,7923.25,Professional,13,monthly,0
acc_2807,445.9,Starter,2,annual,0
acc_2808,904.51,Starter,4,monthly,0
acc_2809,20516.12,Professional,37,monthly,1
acc_2810,1204.9,Starter,5,monthly,1
acc_2811,204025.07,Enterprise,185,annual,1
acc_2812,15410.6,Professional,27,monthly,1
acc_2813,29116.05,Professional,49,monthly,0
acc_2814,222929.78,Enterprise,199,monthly,1
acc_2815,23741.96,Professional,40,monthly,0
acc_2816,125523.69,Enterprise,108,monthly,1
acc_2817,96490.75,Enterprise,75,monthly,0
acc_2818,139785.44,Enterprise,110,monthly,0
acc_2819,243882.74,Enterprise,185,annual,1
acc_2820,482.78,Starter,2,monthly,1
acc_2821,2192.57,Starter,9,annual,1
acc_2822,522.88,Starter,2,monthly,1
acc_2823,71730.03,Enterprise,61,monthly,1
acc_2824,1456.04,Starter,6,annual,0
acc_2825,1639.37,Starter,7,monthly,0
acc_2826,18770.6,Professional,31,annual,0
acc_2827,1319.26,Starter,6,monthly,0
acc_2828,12681.11,Professional,20,monthly,0
acc_2829,82937.43,Enterprise,63,monthly,0
acc_2830,13697.22,Professional,25,monthly,1
acc_2831,8269.62,Professional,13,monthly,1
acc_2832,17070.25,Professional,30,monthly,0
acc_2833,19165.99,Professional,34,monthly,1
acc_2834,997.13,Starter,4,monthly,0
acc_2835,15813.58,Professional,29,monthly,0
acc_2836,238.24,Starter,1,monthly,1
acc_2837,9182.95,Professional,17,monthly,0
acc_2838,10917.49,Professional,18,monthly,1
acc_2839,476.36,Starter,2,annual,1
acc_2840,17546.16,Professional,27,monthly,1
acc_2841,25057.31,Professional,40,monthly,0
acc_2842,1332.29,Starter,6,monthly,1
acc_2843,1864.14,Starter,8,monthly,1
acc_2844,28678.74,Professional,44,monthly,0
acc_2845,24454.56,Professional,39,monthly,1
acc_2846,16505.45,Professional,27,monthly,1
acc_2847,16998.48,Professional,28,monthly,0
acc_2848,19396.47,Professional,33,monthly,0
acc_2849,96415.42,Enterprise,79,monthly,0
acc_2850,759.12,Starter,3,monthly,0
acc_2851,164370.14,Enterprise,148,monthly,0
acc_2852,20347.77,Professional,31,monthly,0
acc_2853,13080.65,Professional,23,monthly,0
acc_2854,16624.42,Professional,28,monthly,1
acc_2855,1519.63,Starter,7,monthly,0
acc_2856,23029.58,Professional,38,monthly,0
acc_2857,2108.97,Starter,9,annual,0
acc_2858,911.95,Starter,4,monthly,0
acc_2859,20406.15,Professional,31,monthly,0
acc_2860,1655.86,Starter,7,monthly,0
acc_2861,1651.2,Starter,7,monthly,1
acc_2862,132217.07,Enterprise,111,monthly,1
acc_2863,88630.15,Enterprise,80,monthly,1
acc_2864,22899.69,Professional,39,monthly,1
acc_2865,88216.01,Enterprise,76,monthly,1
acc_2866,59581.49,Enterprise,50,monthly,1
acc_2867,15427.07,Professional,24,monthly,0
acc_2868,101364.16,Enterprise,90,annual,1
acc_2869,2206.54,Starter,9,annual,1
acc_2870,16335.49,Professional,30,annual,0
acc_2871,693.62,Starter,3,monthly,0
acc_2872,20885.16,Professional,35,annual,0
acc_2873,209684.96,Enterprise,191,annual,0
acc_2874,27237.43,Professional,45,annual,0
acc_2875,12122.02,Professional,21,monthly,1
acc_2876,162147.75,Enterprise,123,annual,1
acc_2877,112060.37,Enterprise,91,monthly,1
acc_2878,227.72,Starter,1,monthly,0
acc_2879,98313.1,Enterprise,89,monthly,0
acc_2880,1743.64,Starter,8,annual,1
acc_2881,8814.28,Professional,16,monthly,0
acc_2882,994.57,Starter,4,monthly,0
acc_2883,514.08,Starter,2,annual,1
acc_2884,1117.62,Starter,5,monthly,1
acc_2885,11765.12,Professional,20,annual,1
acc_2886,27960.4,Professional,48,annual,1
acc_2887,987.75,Starter,4,monthly,0
acc_2888,70802.09,Enterprise,63,monthly,0
acc_2889,195010.7,Enterprise,149,monthly,0
acc_2890,18195.38,Professional,29,annual,1
acc_2891,28802.78,Professional,44,annual,0
acc_2892,7452.7,Professional,13,monthly,0
acc_2893,244.21,Starter,1,monthly,0
acc_2894,1758.04,Starter,7,monthly,1
acc_2895,175088.13,Enterprise,140,annual,0
acc_2896,868.1,Starter,4,monthly,1
acc_2897,248082.81,Enterprise,188,monthly,0
acc_2898,2084.38,Starter,8,annual,1
acc_2899,1995.73,Starter,9,monthly,0
acc_2900,1936.73,Starter,8,monthly,0
acc_2901,6355.21,Professional,11,annual,1
acc_2902,18718.55,Professional,29,monthly,1
acc_2903,249.48,Starter,1,monthly,1
acc_2904,16437.84,Professional,29,monthly,0
acc_2905,168659.63,Enterprise,155,monthly,1
acc_2906,12075.19,Professional,21,monthly,1
acc_2907,1742.64,Starter,8,annual,0
acc_2908,1113.91,Starter,5,monthly,0
acc_2909,16024.75,Professional,26,monthly,0
acc_2910,16994.08,Professional,27,monthly,1
acc_2911,116847.76,Enterprise,98,monthly,1
acc_2912,29989.69,Professional,49,monthly,0
acc_2913,223.48,Starter,1,monthly,1
acc_2914,19074.51,Professional,33,monthly,0
acc_2915,10634.28,Professional,17,monthly,1
acc_2916,2101.63,Starter,9,monthly,0
acc_2917,180375.78,Enterprise,155,annual,0
acc_2918,25910.84,Professional,46,monthly,0
acc_2919,23843.78,Professional,39,monthly,1
acc_2920,2293.72,Starter,9,monthly,0
acc_2921,1669.73,Starter,7,monthly,1
acc_2922,16062.08,Professional,29,monthly,0
acc_2923,20499.33,Professional,32,monthly,1
acc_2924,1535.99,Starter,7,monthly,0
acc_2925,238.64,Starter,1,monthly,0
acc_2926,26281.15,Professional,46,monthly,0
acc_2927,243981.96,Enterprise,187,monthly,0
acc_2928,2262.62,Starter,9,monthly,0
acc_2929,11551.41,Professional,19,annual,0
acc_2930,248.05,Starter,1,monthly,0
acc_2931,25364.95,Professional,42,monthly,0
acc_2932,18404.5,Professional,33,monthly,1
acc_2933,1750.26,Starter,7,monthly,0
acc_2934,26960.44,Professional,45,annual,1
acc_2935,2218.02,Starter,9,annual,1
acc_2936,1963.53,Starter,9,monthly,0
acc_2937,13926.1,Professional,25,monthly,1
acc_2938,22596.8,Professional,37,annual,1
acc_2939,12497.76,Professional,21,annual,0
acc_2940,1134.45,Starter,5,monthly,0
acc_2941,16497.85,Professional,29,monthly,1
acc_2942,1477.92,Starter,6,monthly,1
acc_2943,437.66,Starter,2,annual,0
acc_2944,15987.0,Professional,27,annual,1
acc_2945,27727.53,Professional,46,monthly,0
acc_2946,64621.44,Enterprise,56,monthly,1
acc_2947,22346.31,Professional,35,annual,1
acc_2948,437.45,Starter,2,annual,0
acc_2949,167412.42,Enterprise,130,monthly,1
acc_2950,2256.45,Starter,9,monthly,0
acc_2951,237.42,Starter,1,monthly,1
acc_2952,10414.98,Professional,16,monthly,1
acc_2953,235973.53,Enterprise,189,monthly,1
acc_2954,19551.76,Professional,30,monthly,0
acc_2955,24465.14,Professional,41,annual,0
acc_2956,9509.71,Professional,16,annual,1
acc_2957,19318.05,Professional,32,monthly,0
acc_2958,15887.68,Professional,29,annual,0
acc_2959,1298.04,Starter,5,monthly,0
acc_2960,1736.35,Starter,7,monthly,0
acc_2961,1473.86,Starter,6,annual,0
acc_2962,195352.69,Enterprise,150,monthly,1
acc_2963,19117.86,Professional,29,annual,1
acc_2964,22943.9,Professional,41,monthly,1
acc_2965,1511.71,Starter,6,monthly,1
acc_2966,1463.02,Starter,6,monthly,0
acc_2967,123826.49,Enterprise,104,monthly,0
acc_2968,2103.4,Starter,8,monthly,0
acc_2969,22471.1,Professional,35,annual,0
acc_2970,1746.11,Starter,7,monthly,0
acc_2971,26366.45,Professional,45,monthly,1
acc_2972,20457.52,Professional,33,monthly,0
acc_2973,6038.03,Professional,10,annual,1
acc_2974,21087.2,Professional,37,monthly,0
acc_2975,20791.6,Professional,35,monthly,1
acc_2976,24315.01,Professional,43,annual,0
acc_2977,67205.65,Enterprise,56,annual,1
acc_2978,21925.0,Professional,35,annual,0
acc_2979,1088.8,Starter,5,monthly,1
acc_2980,28433.05,Professional,45,monthly,0
acc_2981,7593.59,Professional,14,annual,0
acc_2982,99944.17,Enterprise,83,annual,0
acc_2983,487.05,Starter,2,annual,1
acc_2984,1515.24,Starter,6,monthly,1
acc_2985,220963.21,Enterprise,175,annual,0
acc_2986,92054.77,Enterprise,78,monthly,0
acc_2987,6027.61,Professional,11,monthly,1
acc_2988,1246.44,Starter,5,monthly,1
acc_2989,962.11,Starter,4,annual,0
acc_2990,1159.93,Starter,5,monthly,0
acc_2991,23295.58,Professional,41,monthly,0
acc_2992,1995.74,Starter,9,annual,0
acc_2993,86312.56,Enterprise,75,monthly,0
acc_2994,476.02,Starter,2,monthly,1
acc_2995,25684.46,Professional,43,annual,0
acc_2996,23787.22,Professional,39,annual,0
acc_2997,19255.38,Professional,33,monthly,0
acc_2998,24064.35,Professional,37,annual,1
acc_2999,7194.05,Professional,12,monthly,1
acc_3000,145348.36,Enterprise,123,annual,0
acc_3001,10369.82,Professional,19,annual,1
acc_3002,1468.52,Starter,6,monthly,1
acc_3003,2204.44,Starter,9,annual,0
acc_3004,114679.01,Enterprise,94,monthly,1
acc_3005,9697.67,Professional,15,monthly,1
acc_3006,83364.35,Enterprise,66,annual,1
acc_3007,27695.81,Professional,43,monthly,1
acc_3008,1094.26,Starter,5,monthly,1
acc_3009,23127.01,Professional,40,monthly,0
acc_3010,12721.4,Professional,22,monthly,0
acc_3011,29704.58,Professional,48,annual,1
acc_3012,133018.77,Enterprise,112,annual,0
acc_3013,18365.6,Professional,29,monthly,1
acc_3014,1406.72,Starter,6,monthly,0
acc_3015,23230.31,Professional,41,monthly,0
acc_3016,10923.37,Professional,19,monthly,0
acc_3017,19666.37,Professional,35,monthly,0
acc_3018,15784.92,Professional,28,monthly,0
acc_3019,21508.79,Professional,38,monthly,0
acc_3020,11922.49,Professional,22,monthly,1
acc_3021,26915.01,Professional,43,annual,0
acc_3022,17050.62,Professional,29,annual,1
acc_3023,868.35,Starter,4,annual,0
acc_3024,28635.64,Professional,49,monthly,0
acc_3025,17513.39,Professional,27,annual,0
acc_3026,1202.7,Starter,5,annual,0
acc_3027,186988.51,Enterprise,142,annual,1
acc_3028,1935.34,Starter,8,monthly,0
acc_3029,262.21,Starter,1,monthly,0
acc_3030,24261.29,Professional,43,monthly,0
acc_3031,229.92,Starter,1,monthly,1
acc_3032,10607.94,Professional,17,annual,0
acc_3033,16460.46,Professional,25,monthly,1
acc_3034,1022.46,Starter,4,monthly,0
acc_3035,139482.27,Enterprise,115,monthly,0
acc_3036,660.26,Starter,3,monthly,0
acc_3037,28602.55,Professional,49,annual,1
acc_3038,155204.65,Enterprise,141,monthly,0
acc_3039,18475.32,Professional,32,monthly,1
acc_3040,189590.28,Enterprise,166,monthly,1
acc_3041,106766.05,Enterprise,91,monthly,1
acc_3042,153713.57,Enterprise,120,annual,1
acc_3043,1116.09,Starter,5,annual,1
acc_3044,23645.83,Professional,41,monthly,1
acc_3045,141690.85,Enterprise,124,annual,0
acc_3046,138128.88,Enterprise,120,monthly,1
acc_3047,107322.57,Enterprise,92,monthly,0
acc_3048,118418.02,Enterprise,104,annual,1
acc_3049,14368.41,Professional,22,monthly,0
acc_3050,1889.32,Starter,8,monthly,1
acc_3051,221.48,Starter,1,monthly,0
acc_3052,1192.24,Starter,5,annual,0
acc_3053,1124.26,Starter,5,annual,1
acc_3054,452.75,Starter,2,monthly,1
acc_3055,1148.41,Starter,5,monthly,0
acc_3056,1775.91,Starter,8,monthly,0
acc_3057,131572.2,Enterprise,105,annual,0
acc_3058,1778.09,Starter,7,monthly,0
acc_3059,469.85,Starter,2,annual,0
acc_3060,21793.77,Professional,35,annual,1
acc_3061,150188.68,Enterprise,128,monthly,0
acc_3062,1343.25,Starter,6,monthly,0
acc_3063,235.06,Starter,1,monthly,1
acc_3064,728.21,Starter,3,monthly,0
acc_3065,1307.81,Starter,6,monthly,1
acc_3066,2226.74,Starter,9,monthly,0
acc_3067,29568.31,Professional,47,monthly,1
acc_3068,169803.86,Enterprise,132,monthly,0
acc_3069,5523.32,Professional,10,annual,0
acc_3070,5940.12,Professional,11,annual,0
